X,Y,objectid,globalid,_date,Year,event_name,classification_status,rating_status,event_type,initial_data_sources,location_description,province,surveys_completed,damage,investigation_initiated_by_ntp,ground_survey_completed_indepen,event_description,web_map_link,CreationDate,Creator,EditDate,Editor,event_subtype,damage_summary,track_length,max_path_width,max_wind_speed,time,parent_storm_type,EFDOD,injuries,concurrent,uniqueID,mean_motion_from,day,month,timeUTC,timezone,fatalities_text,damage_cost_text,EventSummaryMapProvided,Province
-81.3,43.2400000000001,233,{FEB0B95B-69C6-4F66-8C66-1D3656906866},2019/09/16 21:45:00+00,2019,Granton,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base north of Granton. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2019/09/25 13:58:33+00,lellio44,2022/03/01 20:03:32+00,lellio44,,,,,,1745,,,0,,,,16,Sept,2145,EDT,0,,,Ontario
-81.15,42.78,234,{412F70C1-9229-4374-8F9C-95397FAC3944},2019/09/16 22:40:00+00,2019,St. Thomas,final_classification_completed,,Vortex,"twitter_eg_ntp_hashtag,media_article_eg_stratford_beac",Estimated event location,Ontario,,negligible_none,,,Witness photos of funnel cloud aloft. No evidence of vortex contact with the surface. No damage reported.,,2019/09/25 14:00:06+00,lellio44,2022/09/30 18:08:18+00,lellio44,vortex_funnel_cloud_aloft,,,,,1840,,,,,,,16,Sept,2240,EDT,,,,Ontario
-111.666,51.1680000000001,294,{CA254577-37F8-4B35-82CE-073EC003C72A},2019/09/19 18:45:00+00,2019,Sunnynook (2),final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,,negligible_none,,,Witness captured a photo of three concurrent funnel clouds aloft south of Sunnynook. No evidence of vortex contact with the surface. No damage reported.,,2019/12/04 20:05:36+00,lellio44,2022/09/30 18:05:50+00,lellio44,vortex_funnel_cloud_aloft,,,,,1445,,,,concurrent_secondary,,,19,Sept,2045,MDT,,,,Alberta
-111.616,51.1680000000001,295,{3B57E5BD-7ADD-473A-801C-4EE3C2066F11},2019/09/19 18:45:00+00,2019,Sunnynook (1),final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,,negligible_none,,,Witness captured a photo of three concurrent funnel clouds aloft south of Sunnynook. No evidence of vortex contact with the surface. No damage reported.,,2019/12/04 20:06:40+00,lellio44,2022/09/30 18:06:05+00,lellio44,vortex_funnel_cloud_aloft,,,,,1445,,,,concurrent_secondary,,,19,Sept,2045,MDT,,,,Alberta
-111.566,51.1680000000001,296,{5B67B816-D093-468C-87C3-7D382C2891D6},2019/09/19 18:45:00+00,2019,Sunnynook (3),final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,,negligible_none,,,Witness captured a photo of three concurrent funnel clouds aloft south of Sunnynook. No evidence of vortex contact with the surface. No damage reported.,,2019/12/04 20:08:01+00,lellio44,2022/09/30 18:05:50+00,lellio44,vortex_funnel_cloud_aloft,,,,,1445,,,,concurrent_primary,,,19,Sept,2045,MDT,,,,Alberta
-93.82312,51.0197000000001,263,{DB4A0556-78CA-4D33-8BDA-52900E00D73A},2019/09/20 18:45:00+00,2019,Red Lake,final_classification_completed,final_rating_completed,Downburst,"twitter_eg_ntp_hashtag,media_article_eg_stratford_beac",Damage area,Ontario,satellite,ef1,yes,,"Damage to trees, buildings and a float plane reported in the Red Lake area after storm passed through area. Satellite imagery review revealed downburst damage in heavily treed area.",,2019/10/24 16:22:14+00,lellio44,2021/05/18 17:36:16+00,ksuthe22_westernu,,,,,,1445,,,,,,,20,Sept,1945,CDT,,,,Ontario
-82.0099999999999,45.3800000000001,271,{8A5FDC66-4826-46DD-8DBF-533F2D218071},2019/09/26 14:00:00+00,2019,L. Huron (South Baymouth),final_classification_completed,final_rating_completed,Tornado (Water),twitter_eg_ntp_hashtag,Estimated tornado location,Ontario,,default_ef0,yes,,Witnesses near South Baymouth captured video and photos of a tornado over Lake Huron. No damage reported.,,2019/11/14 19:12:51+00,lellio44,2022/02/04 13:37:07+00,lellio44,,,,,,1000,,,,,,,26,Sept,1400,EDT,,,,Ontario
-81.85,43.7300000000001,272,{B21E42F0-2BCC-44EF-8383-37A8CFEE74FF},2019/09/26 17:15:00+00,2019,L. Huron (Goderich),final_classification_completed,final_rating_completed,Tornado (Water),twitter_eg_ntp_hashtag,Estimated tornado location,Ontario,,default_ef0,yes,,Witnesses in the Goderich area captured video and photos of a tornado over Lake Huron. No damage reported.,,2019/11/14 19:15:52+00,lellio44,2022/02/04 13:37:46+00,lellio44,,,,,,1315,,,,,,,26,Sept,1715,EDT,,,,Ontario
-111.69,53.78,244,{B6BF2B59-434C-4E86-8DE3-AAF01B2879AB},2019/09/26 18:00:00+00,2019,Duvernay,final_classification_completed,,Vortex,"facebook_eg_instant_weather,eccc_eg_forwarded_report",Estimated event location,Alberta,,negligible_none,,,Witness captured video of a funnel cloud aloft. No evidence of vortex contact with the surface. No damage reported.,,2019/09/28 13:10:42+00,lellio44,2022/09/30 18:08:21+00,lellio44,vortex_funnel_cloud_aloft,,,,,1400,,,,,,,26,Sept,2000,MDT,,,,Alberta
-112.86,50.84,241,{137347C7-724B-458F-8CCF-145BA43F9735},2019/09/27 18:20:00+00,2019,Cluny,final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,,negligible_none,,,Witness caputred a photo of a funnel cloud aloft. No evidence of vortex contact with the surface. No damage reported.,,2019/09/28 12:43:46+00,lellio44,2022/09/30 18:08:19+00,lellio44,vortex_funnel_cloud_aloft,,,,,1420,,,,,,,27,Sept,2020,MDT,,,,Alberta
-100.87,52.5000000000001,267,{D335A039-1CBD-48A1-8CF7-E1065B29E016},2019/10/19 20:00:00+00,2019,Indian Birch,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,Manitoba,satellite,default_ef0,yes,,"Witnesses captured photos of a tornado in the Indian Birch area, northeast of Birch River. With no damage reported or visible during satellite imagery review, event assessed as default EF0. Information available insufficient to accurately estimate track length, max. path width and tornado motion.",,2019/10/26 19:29:59+00,lellio44,2022/05/09 14:18:23+00,lellio44,,,,,,1600,Landspout,,,,,,19,Oct,2100,CDT,0,,,Manitoba
-114.414,51.2710000000001,469,{22A28FF4-ED9B-4719-8B1A-F1C87E23E971},2020/04/23 21:45:00+00,2020,Big Hill Springs,final_classification_completed,,Vortex,"ntp_web_form_eg_uwocantp,facebook_eg_instant_weather",Estimated event location,Alberta,,negligible_none,yes,,Witness video of funnel cloud aloft. No evidence of vortex contact with surface. No damage was reported.,,2020/04/26 17:45:49+00,lellio44,2022/09/30 18:05:49+00,lellio44,vortex_funnel_cloud_aloft,,,,,1745,,,,,,,23,Apr,2345,MDT,,,,Alberta
-98.64125,50.5498900000001,470,{884E3E3B-EFD3-4A59-825A-F34B457ED8D1},2020/04/26 22:15:00+00,2020,Sandy Bay,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),facebook_eg_instant_weather,Estimated damage area,Manitoba,satellite,ef0,yes,,Structural damage to shed reported following storm passing through area. Satellite imagery review revealed no visible wind damage. Assessed as unclassified wind damage.,,2020/04/27 14:04:50+00,lellio44,2022/02/04 03:15:44+00,lellio44,,,,,,1815,,,,,,,26,Apr,2315,CDT,,,,Manitoba
-72.422,45.847,476,{88B82759-E3A5-4161-8E2B-DCEABF011C85},2020/05/07 16:30:00+00,2020,Drummondville,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated event location,Quebec,,negligible_none,,,Witness captured video of a dust devil. No substantial damage noted (and no additional damage reported). ,,2020/05/16 13:33:12+00,lellio44,2021/05/18 17:36:24+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1230,,,,,,,7,May,1630,EDT,,,,Québec
-72.6894,46.6122,830,{2E7C99F0-42B3-475B-84EF-DE1019A0767F},2020/05/08 16:44:59+00,2020,Grande-Mere,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Quebec,,negligible_none,,,Surviellance camera captured video of a dust devil in Grande-Mere. ,,2020/11/24 02:16:37+00,lellio44,2021/05/18 17:36:55+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1245,,,,,,,8,May,1645,EDT,,,,Québec
-97.133,49.657,473,{E9507325-6267-41E5-898F-82A5F8142687},2020/05/08 17:00:00+00,2020,Saint Adolphe,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated witness location,Manitoba,,negligible_none,yes,,Witness report of dust devil with possible connection to cloud base aloft. Further review confirmed dust devil event.,,2020/05/11 16:35:13+00,lellio44,2021/05/18 17:36:24+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1300,,,,,,,8,May,1800,CDT,,,,Manitoba
-97.55,50.1300000000001,478,{7D0E9B8E-5C60-4954-82C2-98F3065292A7},2020/05/08 17:29:59+00,2020,Warren,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,,negligible_none,,,"Witness report of a dust devil, no damage noted.",,2020/05/16 19:07:36+00,lellio44,2021/05/18 17:36:24+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1330,,,,,,,8,May,1830,CDT,,,,Manitoba
-97.8199999999999,49.27,488,{985E909C-F302-4553-813F-D61497EEFA0B},2020/05/08 18:00:00+00,2020,Winkler,final_classification_completed,final_rating_completed,Vortex,twitter_eg_ntp_hashtag,Estimated event location ,Manitoba,,negligible_none,,,"Witness photos of dust devil in a field captured from the Winkler and Jordan Corner areas, no damage reported. Event location is estimated.",,2020/05/31 18:13:42+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1400,,,,,,,8,May,1900,CDT,,,,Manitoba
-97.552,50.135,831,{BD718C64-8A2F-46F3-8659-96C2DAF1480D},2020/05/10 17:29:59+00,2020,Warren,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,,negligible_none,,,"Witness report of a dust devil, no damage reported.",,2020/11/24 02:21:21+00,lellio44,2021/05/18 17:36:56+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1330,,,,,,,10,May,1830,CDT,,,,Manitoba
-107.756,49.9970000000001,495,{BFC19177-7F17-4A37-8B56-F8971262D1CC},2020/05/11 17:00:00+00,2020,Blumenort,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,,negligible_none,,,Witness report of dust devil. Event location estimated.,,2020/05/31 20:34:18+00,lellio44,2021/05/18 17:36:26+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1300,,,,,,,11,May,1900,CST,,,,Saskatchewan
-75.622,45.3720000000001,492,{E9A2457F-E5B4-4C04-87F7-5DD7654F16CE},2020/05/12 17:29:59+00,2020,Ottawa,final_classification_completed,,Vortex,eccc_eg_forwarded_report,Estimated event location,Ontario,,negligible_none,yes,,"Witness report of swirling debris along a residential street, no damage reported. Further investigation completed and event assessed as dust devil. ",,2020/05/31 19:22:16+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1330,,,,,,,12,May,1730,EDT,,,,Ontario
-123.22,49.21,475,{AF19F653-B833-45B0-8C26-E5166E8F6895},2020/05/13 00:45:00+00,2020,Vancouver,final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,British Columbia,,negligible_none,,,"Witnesses captured video and photos of a vortex-funnel cloud aloft, with no evidence of vortex contact with the surface. ",,2020/05/13 17:11:03+00,lellio44,2022/09/30 18:07:36+00,lellio44,vortex_funnel_cloud_aloft,,,,,2045,,,,,,,12,May,345,PDT,,,,British Columbia
-113.103,52.4060000000001,491,{BFAC4554-82B9-486E-8B9D-CF4D435796B4},2020/05/13 16:30:00+00,2020,Alix,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Alberta,,negligible_none,,,Witness video of three dust devils east of Alix. No damage reported. Event location estimated.,,2020/05/31 18:40:14+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1230,,,,,,,13,May,1830,MDT,,,,Alberta
-72.2,46.5700000000001,505,{49C86338-DB18-4FE1-8983-E8F6F25ED981},2020/05/13 17:00:00+00,2020,Sainte-Anne-de-la-Perade,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated event location,Quebec,,negligible_none,,,Witness report of dust devil. Event location estimated.,,2020/06/07 20:32:59+00,lellio44,2021/05/18 17:36:26+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1300,,,,,,,13,May,1700,EDT,,,,Québec
-113.149,54.0070000000001,493,{3AD29FF0-4197-4762-8AEB-92039671A75A},2020/05/13 18:00:00+00,2020,Redwater,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Alberta,,negligible_none,,,Witness report of dust devil causing minor damage at a rural property. Event location and time estimated.,,2020/05/31 19:46:00+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1400,,,,,,,13,May,2000,MDT,,,,Alberta
-104.649,50.532,479,{18EFE8E4-588E-4393-8790-D3AFE249745A},2020/05/14 20:29:59+00,2020,Regina,final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Saskatchewan,,negligible_none,,,"Witness video of dust devil in a field, no damage reported. Event time is estimated.",,2020/05/16 19:27:07+00,lellio44,2022/10/21 02:15:01+00,lellio44,dust_devil_steam_devil,,,,,1630,,,,,,,14,May,2230,CST,,,,Saskatchewan
-111.508,49.6920000000001,490,{2794159C-51D9-4F68-8E70-4C907B95C828},2020/05/16 17:00:00+00,2020,Burdett,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Alberta,,negligible_none,,,"Witness video of dust devil in a field, no damage reported. Event time and location is estimated.",,2020/05/31 18:30:33+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,dust_devil_steam_devil,,,,,1300,,,,,,,16,May,1900,MDT,,,,Alberta
-123.3667,48.4774,480,{48D6CE89-5C54-43B9-87FD-4E66449C487E},2020/05/21 16:15:00+00,2020,Saanich,final_classification_completed,final_rating_completed,Tornado (Land),twitter_eg_ntp_hashtag,Start of damage track,British Columbia,satellite,ef0,,,"Witnesses reported a tornado and security camera footage shows brief debris cloud and a lofted trampoline. Minor fence damage also reported, assessed as EF0, with an estimated max. wind speed of 90 km/h. Estimated track length is 200 m, with tornado motion was from the WNW (approx. 290 degrees). Information available is insufficient to estimate max. path width. Satellite imagery review revealed no visible damage.",,2020/05/22 01:21:58+00,lellio44,2022/05/09 14:19:04+00,lellio44,,C-SFLF/DOD-1 (EXP),0.2,,90.0,1218,Landspout,C-SFLF/DOD-1 (EXP),0,,,290.0,21,May,1918,PDT,0,unknown,,British Columbia
-81.73,47.66,484,{C2869663-0D92-4F0B-8047-C1FE510434D9},2020/05/26 18:59:59+00,2020,Minisinakawa Lake,final_classification_completed,final_rating_completed,Wind Damage (Unclassified),facebook_eg_instant_weather,Estimated damage area,Ontario,satellite,ef0,yes,,Isolated tree damage and tossed debris reported in the Minisinakawa Lake area. Satellite imagery review revealed no visible damage. Assessed as unclassified wind damage.,,2020/05/30 15:20:02+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,,,,,90.0,1500,,,,,,,26,May,1900,EDT,,,,Ontario
-80.985381831,48.573103637,482,{C1CCF59E-42CD-482E-86D1-864B9D251AF2},2020/05/26 20:29:59+00,2020,Connaught,final_classification_completed,final_rating_completed,Downburst,facebook_eg_instant_weather,Damage area,Ontario,satellite,ef0,yes,,Multiple reports of minor structural and tree damage following a storm passing through the Connaught - Ramore area. Satellite imagery review did not reveal any visible damage. Assessment of damage reports consistent with a weak downburst event.,,2020/05/27 19:51:56+00,lellio44,2021/05/18 17:36:24+00,ksuthe22_westernu,,C-SFLF/DOD-2 (LB),,,110.0,1630,Supercell,C-SFLF/DOD-2 (LB),,,,,26,May,2030,EDT,,,,Ontario
-79.59,44.4400000000001,500,{CE955BE7-F0F0-431D-81B3-761F6EA2815F},2020/05/26 21:00:00+00,2020,Shanty Bay,final_classification_completed,,Vortex,facebook_eg_instant_weather,Estimated event location,Ontario,"satellite,ground,drone",negligible_none,yes,yes,"Witness report of funnel cloud aloft. No evidence of vortex contact with surface. No damage was reported in vicinity of report and no evidence of damage discovered during NTP ground survey in the area on May 30, 2020. Satellite imagery review revealed no visible damage.",,2020/06/05 02:15:05+00,lellio44,2022/09/30 18:07:37+00,lellio44,vortex_funnel_cloud_aloft,,,,,1700,,,,,,,26,May,2100,EDT,,,,Ontario
-79.5296999999999,44.4708000000001,483,{FBA876B2-C1A8-40BE-8E52-446834748FF7},2020/05/26 21:10:00+00,2020,Oro Station,final_classification_completed,final_rating_completed,Downburst,facebook_eg_instant_weather,Damage area,Ontario,"satellite,ground,drone",ef0,yes,yes,"Reports of structural damage and tree damage following a storm passing through the Oro Station area. NTP survey team completed a ground and drone survey of the damage area on May 30, 2020. Event classified as a microburst, with an estimated max. wind speed of 120 km/h. Satellite imagery review revealed no visible damage.",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/2dabadee76994d76876adbf742ee006f,2020/05/27 19:59:44+00,lellio44,2022/12/05 17:48:21+00,jfulle32,microburst,SBO/DOD-2 (EXP),,,120.0,1710,,SBO/DOD-2 (EXP),,,,,26,May,2110,EDT,,,Yes,Ontario
-104.43,50.4800000000001,809,{43887B31-8E5A-49A4-8788-5C942DFACC48},2020/05/26 23:29:59+00,2020,Pilot Butte,final_classification_completed,final_rating_completed,Vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,,negligible_none,,,Witness captured video of a gustnado in Pilot Butte. No damage reported.,,2020/11/20 17:56:19+00,lellio44,2021/05/18 17:36:54+00,ksuthe22_westernu,gustnado,,,,,1930,,,,,,,26,May,130,CST,,,,Saskatchewan
-113.265,50.7230000000001,481,{0BA4622B-F22D-4545-8355-9A95E2DDA547},2020/05/27 14:15:00+00,2020,Mossleigh,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,Alberta,satellite,default_ef0,,,"Witness captured video and photos of a tornado east of Mossleigh. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,2020/05/27 19:47:52+00,lellio44,2022/02/04 13:39:21+00,lellio44,,,,,,1015,Landspout,,,,,,27,May,1615,MDT,0,,,Alberta
-72.77904,47.3805,486,{EEBC6731-3299-4A68-8016-34F8BD78325F},2020/05/27 16:44:59+00,2020,La Tuque,final_classification_completed,final_rating_completed,Downburst,"facebook_eg_instant_weather,media_article_eg_stratford_beac",Damage area,Quebec,satellite,ef0,yes,,Weak structural and tree damage reported in the La Tuque area following a storm passing through the area. Satellite imagery review revealed no visible damage. Assessed as downburst damage.,,2020/05/30 18:22:54+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,,MHSW/DOD-2 (LB),,,100.0,1245,,MHSW/DOD-2 (LB),,,,,27,May,1645,EDT,,,,Québec
-79.5635,44.6129,485,{E9E318A1-D8FC-4A48-8975-9F7093ADD184},2020/05/29 18:30:00+00,2020,Warminster,final_classification_completed,final_rating_completed,Downburst,facebook_eg_instant_weather,Damage area,Ontario,"satellite,ground",ef0,yes,yes,"Reports of tree damage following a storm passing through the Warminster/Horseshoe Valley area. An NTP ground survey team visited the area on May 30, 2020 and the event has been classified as a downburst. Satellite imagery review did not reveal any visible damage.",,2020/05/30 17:04:44+00,lellio44,2021/05/18 17:36:25+00,ksuthe22_westernu,,C-T/DOD-3 (EXP),,,115.0,1430,,C-T/DOD-3 (EXP),,,,,29,May,1830,EDT,,,,Ontario
-113.5278,51.2404000000001,496,{2BECB128-C575-4883-870C-4953A7FA864B},2020/05/31 20:15:00+00,2020,Irricana,final_classification_completed,final_rating_completed,Tornado (Land),"twitter_eg_ntp_hashtag,the_weather_network_eg_field_re",Start of damage track,Alberta,satellite,ef0,,,"Witnesses captured video of tornado southeast of Irricana, which resulted in weak structural damage at a property within the damage track. Damage assessed as EF0, with an estimated max. wind speed of 110 km/h, track length of 4.35 km and max. path width of 50 m. Tornado motion was from the SSW (approx. 210 degrees). Satellite imagery review revealed no visible damage.",,2020/06/01 14:15:53+00,lellio44,2022/02/03 18:32:58+00,lellio44,,C-SFLF/DOD-2 (LB),4.35,50.0,110.0,1615,Supercell,C-SFLF/DOD-2 (LB),,,,210.0,31,May,2215,MDT,0,,,Alberta
-107.57,51.7400000000001,832,{6A478152-3498-4ACA-83E5-30DAF09E1BEF},2020/06/01 18:59:59+00,2020,Harris,final_classification_completed,final_rating_completed,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Saskatchewan,,negligible_none,,,Witness captured photo of dust devil near Harris. No damage reported. Event time estimated.,,2020/11/24 02:24:25+00,lellio44,2022/10/21 00:43:57+00,lellio44,dust_devil_steam_devil,,,,,1500,,,,,,,1,June,2100,CST,,,,Saskatchewan
-78.918029502,42.902499678,497,{75F3A3C1-6431-4CEE-83EB-8984BCAADDC8},2020/06/03 03:14:59+00,2020,Fort Erie,final_classification_completed,final_rating_completed,Downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,Weak tree damage reported in the Fort Erie area following a storm passing through the area. Satellite imagery review revealed no visible damage. Assessed as downburst damage.,,2020/06/04 01:28:10+00,lellio44,2021/05/18 17:36:26+00,ksuthe22_westernu,,C-T/DOD-3 (EXP),,,115.0,2315,,C-T/DOD-3 (EXP),,,,,2,June,315,EDT,,,,Ontario
-77.0533830589999,44.1062143390001,499,{9BB80764-9D86-4607-8EC5-B6518B5C1470},2020/06/03 21:59:59+00,2020,Hay Bay,final_classification_completed,final_rating_completed,Downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,Weak tree and structural damage reported in the Hay Bay area following a storm passing through the area. Satellite imagery review revealed no visible damage. Assessed as downburst damage.,,2020/06/04 01:51:17+00,lellio44,2021/05/18 17:36:26+00,ksuthe22_westernu,,C-SFLF/DOD-2 (LB),,,110.0,1800,,C-SFLF/DOD-2 (LB),,,,,3,June,2200,EDT,,,,Ontario
-80.6199999999999,43.4400000000001,504,{F2C30D5B-01C9-4425-86AB-414B6EF06673},2020/06/05 21:45:00+00,2020,St. Agatha,final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,Witness report and photo of a funnel cloud aloft. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review did not reveal any visible damage.,,2020/06/07 20:22:22+00,lellio44,2022/09/30 18:07:38+00,lellio44,vortex_funnel_cloud_aloft,,,,,1745,,,,,,,5,June,2145,EDT,,,,Ontario
-66.8703,46.0033000000001,659,{FFE07FEF-11BC-40C6-87B3-8313004EFEEC},2020/06/05 22:15:00+00,2020,Keswick Ridge,final_classification_completed,final_rating_completed,Downburst,storm_track_of_interest_eg_base,Damage area,New Brunswick,satellite,ef1,yes,,"Satellite imagery review of supercell storm track revealed evidence of downburst damage, with tree damage visible in forested areas around Keswick Ridge. No reports of structural damage received.",,2020/09/05 22:54:52+00,lellio44,2021/05/18 17:36:35+00,ksuthe22_westernu,,C-T/DOD-4 (EXP),,,150.0,1820,Supercell,C-T/DOD-4 (EXP),,,,,5,June,2120,ADT,,,,New Brunswick / Nouveau-Brunswick
-66.709519913,45.941580876,503,{A476286F-E926-4AF3-88D5-D16B9B2D0F15},2020/06/05 22:30:00+00,2020,Fredericton,final_classification_completed,final_rating_completed,Downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather,storm_track_of_interest_eg_base",Damage area,New Brunswick,satellite,ef0,yes,,Weak tree damage was reported at several locations in Fredericton area after a supercell tracked through the region. Minor structural damage to manufactured homes and power poles also reported at the Hanwell & Pine Grove Mini Home Community. Satellite imagery review revealed weak tree damage consistent with a downburst event. ,,2020/06/07 18:25:36+00,lellio44,2021/05/18 17:36:26+00,ksuthe22_westernu,,MHSW/DOD-3 (LB),,,115.0,1830,Supercell,MHSW/DOD-3 (LB),,,,,5,June,2130,ADT,,,,New Brunswick / Nouveau-Brunswick
-72.54,46.08,672,{8F87E08E-6768-4E33-8CEE-D588E3CAB550},2020/06/06 20:45:00+00,2020,Sainte-Perpetue,final_classification_completed,,Vortex,twitter_eg_ntp_hashtag,Estimated event location,Quebec,satellite,negligible_none,,,Witness captured video of a vortex-funnel cloud aloft. No evidence of vortex contact with the surface. No damage reported and satellite imagery review revealed no visible damage.,,2020/09/06 14:27:46+00,lellio44,2022/09/30 18:06:50+00,lellio44,vortex_funnel_cloud_aloft,,,,,1645,Supercell,,,,,,6,June,2045,EDT,,,,Québec
-74.3799999999999,45.2500000000001,673,{6E80F25A-48B7-44C9-8AB3-CED93112B866},2020/06/06 23:15:00+00,2020,Saint-Polycarpe,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),facebook_eg_instant_weather,Estimated event location,Quebec,satellite,negligible_none,yes,,"Witness captured a photo of a possible tornado in the Saint-Polycarpe area. Nature of vortex contact with the surface is not clear as view was obscured to witness and in the imagery provided. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2020/09/06 14:35:32+00,lellio44,2021/05/18 17:36:36+00,ksuthe22_westernu,,,,,,1915,,,,,,,6,June,2315,EDT,,,,Québec
-96.65,49.09,702,{83B5362F-D07F-42A0-80B3-6B06F5E96BEA},2020/06/08 00:40:00+00,2020,Tolstoi,final_classification_completed,final_rating_completed,Visual Vortex (Unclassified),twitter_eg_ntp_hashtag,Estimated event location,Manitoba,satellite,negligible_none,yes,,"Witness captured a photo of a possible vortex-funnel cloud aloft in the Tolstoi area. Nature of vortex contact with the surface is not clear as view was obscured to witness and in the imagery provided. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,2020/09/12 23:27:07+00,lellio44,2021/05/18 17:36:38+00,ksuthe22_westernu,,,,,,2040,Supercell,,,,,,7,June,140,CDT,,,,Manitoba
-113.96,50.72,671,{BF2648C0-4DFF-44D3-8224-B081C1129A7D},2020/06/08 16:44:59+00,2020,Okotoks,final_classification_completed,,Vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Alberta,,negligible_none,,,Witness video and photos of funnel cloud aloft. No evidence of vortex contact with the surface. No damage reported.,,2020/09/06 14:22:56+00,lellio44,2022/09/30 18:06:49+00,lellio44,vortex_funnel_cloud_aloft,,,,,1245,,,,,,,8,June,1845,MDT,,,,Alberta
-93.5361,49.2169000000001,876,{E07758FC-83E4-4D18-817B-0325C2667D61},2020/06/09 00:14:59+00,2020,Brooks Lake (Nestor Falls) microburst (3),final_classification_completed,final_rating_completed,Downburst,storm_track_of_interest_eg_base,Damage area,Ontario,"satellite,aerial",ef1,yes,,"Using high-resolution satellite data, NTP initially detected a damage path that covered over 32 km and widened to over 3 km. An aircraft aerial survey collected imagery at even higher resolution, and it was found that there was a mix of tornado and downburst damage. Along the sides of the EF2 tornado track, a total of 33 microbursts were identified, considered concurrent events. Tree damage resulting from this microburst event (#3) was assessed as EF1, visible over an area of approx. 0.069 square km.",,2021/03/12 15:30:18+00,lellio44,2021/05/18 17:36:58+00,ksuthe22_westernu,microburst,,,,,2015,Supercell,,,concurrent_secondary,,,8,June,115,CDT,,,,Ontario
