Organization,Program,2017-18 - Expenditures,2018-19 - Expenditures,2019-20 - Expenditures,2020-21 - Expenditures,2021-22 - Expenditures,2023-24 - Planned Spending,2024-25 - Planned Spending,2025-26 - Planned Spending
Infrastructure Canada,Major Bridges Investment,0,0,0,0,427.67,612577,561031,534505
Infrastructure Canada,Homelessness Investment,0,0,0,0,0,5252621,4807996,4573465
Infrastructure Canada,Rural Economic Development Policy,0,0,0,0,3322190.28,0,0,0
Infrastructure Canada,Major Bridges Policy,0,0,0,0,528709.84,1196016,1091023,1027513
Infrastructure Canada,Public Infrastructure and Communities Policy,0,0,0,0,28585480.88,40959566,37365966,35196496
Infrastructure Canada,Alternative Financing Policy,0,0,0,0,2261613.38,3667493,3353229,3179190
Infrastructure Canada,Homelessness Policy,0,0,0,0,3527906.44,14589402,13337639,12640973
Infrastructure Canada,Investments in National Infrastructure Priorities,729280490.46,0,0,0,0,0,0,0
Infrastructure Canada,Large-Scale Infrastructure Investments,627976149.71,0,0,0,0,0,0,0
Infrastructure Canada,Infrastructure Investments in Smaller Communities and Rural Areas,177099874.43,0,0,0,0,0,0,0
Infrastructure Canada,New Bridge for the St. Lawrence Corridor Project,639731574.96,0,0,0,0,0,0,0
Infrastructure Canada,Internal Services,57113122.91,0,0,0,0,0,0,0
Infrastructure Canada,Management and Oversight Services,0,36590082.31,28572846.92,25962291.61,15585819.56,15797319,14465036,13738240
Infrastructure Canada,Communications Services,0,6556854.94,7147596.56,6411638.4,5217690.9,4470959,4088026,3876347
Infrastructure Canada,Legal Services,0,1010293.25,933484.43,1005662.69,1274806.98,1757935,1595405,1479943
Infrastructure Canada,Human Resources Management Services,0,4872837.76,8302316.24,7469990.87,10688325.7,10295342,9401549,8881760
Infrastructure Canada,Financial Management Services,0,9719613.74,6298382.57,5982689.69,7504600.48,8563879,7838995,7456706
Infrastructure Canada,Information Management Services,0,143765.23,179955.27,823144.16,5583402.17,7767718,7072940,6625755
Infrastructure Canada,Information Technology Services,0,646140.46,813330.6,9492055.73,10786294.83,4768044,4330946,4027835
Infrastructure Canada,Real Property Management Services,0,700882.74,3347600.38,2106350.16,835885.65,1695333,1412595,1331355
Infrastructure Canada,Materiel Management Services,0,476516.85,1254596.68,768221.34,1130843.69,726571,605398,570581
Infrastructure Canada,Acquisition Management Services,0,637452.29,643056.46,512369.43,478990.41,613561,561668,534391
Office of the Public Sector Integrity Commissioner of Canada,Disclosure and Reprisal Management Program,3262749.93,0,0,0,0,0,0,0
Office of the Public Sector Integrity Commissioner of Canada,Disclosure and Reprisal Management,0,3184252.68,3586396.16,3511205.08,3426738.79,3885392,3885392,3885392
Office of the Public Sector Integrity Commissioner of Canada,Internal Services,1687082.7,0,0,0,0,0,0,0
Office of the Public Sector Integrity Commissioner of Canada,Internal Services,0,2436859.74,1812204.79,1880452.99,2019899.79,1853493,1853493,1853493
Office of the Commissioner of Lobbying of Canada,Registry of Lobbyists,1326668.48,1445198,1478521.77,0,0,0,0,0
Office of the Commissioner of Lobbying of Canada,Outreach and Education,663774.25,748745.2,727781.98,0,0,0,0,0
Office of the Commissioner of Lobbying of Canada,Compliance and Enforcement,1275945.46,1087773.5,1051438.96,0,0,0,0,0
Office of the Commissioner of Lobbying of Canada,"Registration, education and compliance",0,0,0,3609912.22,3142857.55,4098600,4119341,4119341
Office of the Commissioner of Lobbying of Canada,Internal Services,1505557.02,2027897.34,1571366.29,1278465.71,1510704.99,1256402,1382848,1382848
Senate Ethics Officer,Office of the Senate Ethics Officer,1014842.44,0,0,0,0,0,0,0
Senate Ethics Officer,Administration and Interpretation of the Ethics and Conflict of Interest Code for Senators,0,1141279.43,1054500.41,961777.01,898154.77,1464676,1464676,1464676
Office of the Superintendent of Financial Institutions Canada,Actuarial Valuation and Advisory Services,5669204,0,0,0,0,0,0,0
Office of the Superintendent of Financial Institutions Canada,Regulation and Supervision of Federally Regulated Financial Institutions,80924601.42,0,0,0,0,0,0,0
Office of the Superintendent of Financial Institutions Canada,Regulation and Supervision of Federally Regulated Private Pension Plans,4574502.67,0,0,0,0,0,0,0
Office of the Superintendent of Financial Institutions Canada,Risk Assessment and Intervention - Federally Regulated Financial Institutions,0,67377226.9,81860390.94,83469893.09,82100560.13,99817720.07,103760755.5,106203303.55
Office of the Superintendent of Financial Institutions Canada,Regulation and Guidance of Federally Regulated Financial Institutions,0,19649949.44,22850056.81,23205197.18,25253221.91,31312094.68,36124486.06,36604916.21
Office of the Superintendent of Financial Institutions Canada,Regulatory Approvals and Legislative Precedents,0,3760320.1,3637373.77,3863444.93,4072834.47,5633568.09,4851858.78,4879379.63
Office of the Superintendent of Financial Institutions Canada,Federally Regulated Private Pension Plans,0,4379297.16,4252400.68,4551539.04,4544894.95,5410973.43,8716721.15,5509495.54
Office of the Superintendent of Financial Institutions Canada,Actuarial Valuation and Advice,0,6233694.11,6696671.01,7156777.52,8054564.41,11891118.78,12339611.93,12996051.14
Office of the Superintendent of Financial Institutions Canada,Internal Services,63834156.62,0,0,0,0,0,0,0
Office of the Superintendent of Financial Institutions Canada,Internal Services,0,66882729.68,74337241.19,77380551.22,83602339.56,140660512.21,119138063.67,115985010.42
Office of the Parliamentary Budget Officer,Economic and fiscal analysis,1985152.7,5431405.09,5923503.92,6096099.73,6090218.27,7640981,7640981,7640981
Parks Canada,Heritage Places Conservation,235372314.03,0,0,0,0,0,0,0
Parks Canada,Heritage Places Establishment,11748500.92,0,0,0,0,0,0,0
Parks Canada,Heritage Places Promotion and Public Support,47525588.03,0,0,0,0,0,0,0
Parks Canada,Visitor Experience,498710716.2,0,0,0,0,0,0,0
Parks Canada,"Heritage Canals, Highways and Townsites Management",351372446.24,0,0,0,0,0,0,0
Parks Canada,Heritage Places Establishment,0,39549172.77,44078017.08,27878361.61,67941117.12,100340138,90411732,53500423
Parks Canada,Heritage Places Conservation,0,254436842.44,220420929.78,229557478.5,255991445.87,375121761,342279546,276637780
Parks Canada,Heritage Places Promotion and Public Support,0,64388552.84,62353466.02,61441222.05,87227711.37,67834850,63136329,60899107
Parks Canada,Visitor Experience,0,606176464.17,589426601.9,528352848.31,425449470.52,409628992,359809950,323948399
Parks Canada,"Heritage Canals, Highways and Townsites Management",0,367006945.85,441857340.95,324173275.52,190882949.35,215384422,154278927,55133321
Parks Canada,Internal Services,172303244.37,0,0,0,0,0,0,0
Parks Canada,Management and Oversight Services,0,29853711.82,26791706.94,30836444.28,32375763.81,30201974,30231496,25171221
Parks Canada,Communications Services,0,6093453.03,5907105.95,5841999.79,5489687.25,5732039,5598475,4851761
Parks Canada,Legal Services,0,3458924.83,3970382.01,3215377.73,3508461.68,3700000,3700000,3700000
Parks Canada,Human Resources Management Services,0,31963433.12,32713614.69,32944109.96,33602767.7,30894872,30047005,28604166
Parks Canada,Financial Management Services,0,22199916.55,20427144.19,24048827.49,25085523.66,20095374,19616882,16756051
Parks Canada,Information Management Services,0,7440973.11,7459354.42,7686001.81,7648774.18,7301202,7153080,6812045
Parks Canada,Information Technology Services,0,9319830,8484811.85,9048504.84,12106313.22,10528195,10344455,9985795
Parks Canada,Real Property Management Services,0,12469396.91,10977967.52,15023011.89,11128142.15,11540394,11303841,10182116
Parks Canada,Materiel Management Services,0,650458.11,550947.65,306533.88,312760.58,316154,299467,255449
Parks Canada,Acquisition Management Services,0,5316087.99,4855265.47,5215918.89,5207806.8,5392764,5301476,4075623
Pacific Economic Development Agency of Canada,Innovation,0,0,0,0,47679760.26,31048409,31147507,29357066
Pacific Economic Development Agency of Canada,Business Growth,0,0,0,0,38650169.73,80268666,51447788,50382590
Pacific Economic Development Agency of Canada,Business Services,0,0,0,0,9511230.63,43157159,18353830,17347810
Pacific Economic Development Agency of Canada,Community Initiatives,0,0,0,0,69144008.1,12670983,5390315,4739361
Pacific Economic Development Agency of Canada,Internal Services,0,0,0,0,3720617.14,8928973,8938102,7221951
Civilian Review and Complaints Commission for the RCMP,Civilian review of RCMP members' conduct in the performance of their duties,5975083.19,6339948.73,0,0,0,0,0,0
Civilian Review and Complaints Commission for the RCMP,Public Complaints,0,0,6319366,6403374.35,6125444.43,5925739,5925739,5925739
Civilian Review and Complaints Commission for the RCMP,Investigations,0,0,318550.51,141205.4,141434.63,3301479,3301479,3301479
Civilian Review and Complaints Commission for the RCMP,Public Education,0,0,126786.23,136662.39,102571.93,818501,818501,818501
Civilian Review and Complaints Commission for the RCMP,Internal Services,3046747.83,0,0,0,0,0,0,0
Civilian Review and Complaints Commission for the RCMP,Internal Services,0,3545379.81,3777873.87,4734994.67,4161184.21,5661334,5661334,5661334
Privy Council Office,Advice and Support to the Prime Minister and Portfolio Ministers,82917352.81,0,0,0,0,0,0,0
Privy Council Office,Public Service Leadership and Direction,3962977.74,0,0,0,0,0,0,0
Privy Council Office,Commissions of inquiry,19653397.97,0,0,0,0,0,0,0
Privy Council Office,Advice and Support to Cabinet and Cabinet Committees,15521667.3,0,0,0,0,0,0,0
Privy Council Office,Senior Personnel and Public Service Renewal,0,11172465.02,10183347.92,11859029.16,11726410.92,12445271,12445271,12445271
Privy Council Office,International Affairs and National Security,0,12537083.01,12494238.68,12989114.97,14235102,19344075,19344075,19960570
Privy Council Office,Planning and Operation of Cabinet,0,23249438.14,23501562.85,32324211.09,29041022.59,33100102,33100102,33100102
Privy Council Office,Commissions of Inquiry,0,44499047.57,15752403.03,1490653.63,11136942.59,5368910,0,0
Privy Council Office,Youth,0,3685774.16,1994060.05,0,0,0,0,0
Privy Council Office,Legislative and Parliamentary Governance,0,7674771.67,8021760.09,8669564.27,8413184.9,10374234,10374234,10374234
Privy Council Office,"Results, Delivery, Impact and Innovation",0,6728618,6501513.2,6322638.35,5790461.99,5529453,5529453,5529453
Privy Council Office,Intergovernmental Affairs,0,3753321.78,4758492.23,5451638.5,6542851.26,11014023,11124806,11003605
Privy Council Office,Social and Economic Policy,0,8834040.76,9602292.26,9622916.37,9894873.56,10369733,10369733,10369733
Privy Council Office,Internal Services,80885502.59,0,0,0,0,0,0,0
Privy Council Office,Internal Services,0,92142704.86,92540019.65,113563557.81,106834513.01,103391638,103069350,103779797
Public Health Agency of Canada,Health Promotion,0,189853962.29,169904600.39,197360957.87,190922546.21,305963873,219626284,199721361
Public Health Agency of Canada,Chronic Disease Prevention,0,76907016.89,34934752.51,30668120.52,29158840.5,35668941,30201542,32551210
Public Health Agency of Canada,"Evidence for Health Promotion, and Chronic Disease and Injury Prevention",0,51630184.57,68566332.26,63260408.82,67937428.97,74043627,68409104,48948263
Public Health Agency of Canada,Laboratory Science Leadership and Services,0,85911624.64,122460896.03,1208360568.41,2583197303.83,186943729,174438151,130070105
Public Health Agency of Canada,Communicable Disease and Infection Control,0,65822721.41,73956226.29,281278770.05,664884815.54,96030964,100734397,76144504
Public Health Agency of Canada,Vaccination,0,30153635.12,41924564.86,2285369134.39,3594145850.66,3076040428,528211168,487826450
Public Health Agency of Canada,Foodborne and Zoonotic Diseases,0,17770440.38,19156457.4,19125409.7,21315162.96,20786829,19714166,18700252
Public Health Agency of Canada,Emergency Preparedness and Response,0,40315616.02,229166393.28,4295563513.71,975567762.83,290556147,178071286,161122788
Public Health Agency of Canada,Biosecurity,0,9319887.34,10884755.44,57680871.93,97231425.01,9789228,9794943,9794943
Public Health Agency of Canada,Border and Travel Health,0,5941731.17,8449342,106040385.42,277930316.15,7833475,5218363,5218363
Public Health Agency of Canada,Public Health Infrastructure,116974097.7,0,0,0,0,0,0,0
Public Health Agency of Canada,Health Promotion and Disease Prevention,323806168.59,0,0,0,0,0,0,0
Public Health Agency of Canada,Health Security,69155990.96,0,0,0,0,0,0,0
Public Health Agency of Canada,Internal Services,97166297.03,0,0,0,0,0,0,0
Public Health Agency of Canada,Management and Oversight Services,0,32134095.42,33923299.5,46657991.51,72772261.96,33810056,33706630,33270414
Public Health Agency of Canada,Communications Services,0,12649429,21786932.65,80340035,36164055,12128454,11726509,11061059
Public Health Agency of Canada,Legal Services,0,994062.77,1853980.39,5935031.92,7525417.84,2205796,2214171,1779076
Public Health Agency of Canada,Human Resources Management Services,0,8787589.37,9882627.48,14488320.6,18558675.57,10958597,10521425,8197473
Public Health Agency of Canada,Financial Management Services,0,11806646.07,12317920.26,15541897.1,22270701.06,15568949,15119202,13725505
Public Health Agency of Canada,Information Management Services,0,2780026,4060539,4317295,5740167,5021188,4876389,4237092
Public Health Agency of Canada,Information Technology Services,0,20557936.82,17197956,29155105.81,24396794.24,18889232,18344509,15939535
Public Health Agency of Canada,Real Property Management Services,0,10932675.66,10955340.3,15276442.97,12182416,7053197,6223159,4087705
Public Health Agency of Canada,Materiel Management Services,0,870028,937789,1123033,3002088,1829077,1576602,1232701
Public Health Agency of Canada,Acquisition Management Services,0,212682.44,284901.42,216337.95,528468.52,5651686,5621469,5612069
Patented Medicine Prices Review Board Canada,Pharmaceutical Trends Program,1498745.94,0,0,0,0,0,0,0
Patented Medicine Prices Review Board Canada,Patented Medicine Prices Regulation Program,5611178.35,0,0,0,0,0,0,0
Patented Medicine Prices Review Board Canada,Patented Medicine Price Regulation Program,0,5732806.78,7736670.95,8861497.58,7301431.94,11774573,11774573,11774573
Patented Medicine Prices Review Board Canada,Pharmaceutical Trends Program,0,1610268.71,1599926.6,1997375.48,1698289.05,2152827,2152827,2152827
Patented Medicine Prices Review Board Canada,Internal Services,2629269.54,0,0,0,0,0,0,0
Patented Medicine Prices Review Board Canada,Internal Services,0,2955259.17,3977282.6,4400210.09,3339688.22,3166274,3166274,3166274
PPP Canada Inc.,PPP Canada Inc.,5900000,0,0,0,0,0,0,0
Parliamentary Protective Service,Physical Security,77184288.73,0,0,0,0,0,0,0
Parliamentary Protective Service,Physical security,0,83844537.59,88674870.95,73786578.55,86622316.48,103713748,103713748,103713748
Public Service Commission of Canada,Staffing System Integrity and Political Impartiality,14075121.34,0,0,0,0,0,0,0
Public Service Commission of Canada,Staffing Services and Assessment,27543865.42,0,0,0,0,0,0,0
Public Service Commission of Canada,Oversight of Integrity in Staffing and of Non-Partisanship,13301617.72,0,0,0,0,0,0,0
Public Service Commission of Canada,Policy Direction and Support,0,10870883.45,12328205.59,11149797.18,9337035.37,8538846,8279399,8296980
Public Service Commission of Canada,Recruitment and Assessment Services,0,30351118.53,32853894.51,33211276.57,31136833.06,36579879,35468420,35543737
Public Service Commission of Canada,Oversight and Monitoring,0,14567504.3,15013878.53,13487817.05,13401571.62,12255921,11883532,11908766
Public Service Commission of Canada,Internal Services,30748091.33,0,0,0,0,0,0,0
Public Service Commission of Canada,Internal Services,0,30776125.61,33415851.79,35712466.87,32174349.15,35278796,34420158,34478343
Public Safety Canada,National Security,26584283.6,0,0,0,0,0,0,0
Public Safety Canada,Emergency Management,680843474.86,0,0,0,0,0,0,0
Public Safety Canada,Border Strategies,10956821.64,0,0,0,0,0,0,0
Public Safety Canada,National Security Leadership,0,12600774.29,12676359.75,15333084.31,17983785.92,19730746,19651256,19646940
Public Safety Canada,Critical Infrastructure,0,5091752.65,5762213.41,5931053.65,6056713.06,6452341,6451629,6459289
Public Safety Canada,Cyber Security,0,7223275.84,3700488.1,3493833.8,6865708.15,3942695,3942151,3945487
Public Safety Canada,Crime Prevention,0,67243020.07,84617429.28,95933777.71,113530683.33,159292191,154359067,121706597
Public Safety Canada,Law Enforcement and Policing,0,13816768.39,7974495.09,9647337.61,36893651.58,94422426,64379079,26641065
Public Safety Canada,Serious and Organized Crime,0,82553221.96,27561750.08,26851314.02,35653636.39,59423945,52467908,37499035
Public Safety Canada,Border Policy,0,11511603.46,13523914.9,5438897.19,5856354.36,6365884,6365343,6368325
Public Safety Canada,Indigenous Policing,0,111611156.18,125854162.39,144315473.49,153036031.67,385968654,400148555,351990921
Public Safety Canada,Corrections,0,10373451.68,12774390.35,18404546.04,18916051.52,26157887,35144370,35244290
Public Safety Canada,Emergency Prevention/Mitigation,0,50618419.9,103294589.25,43226344.87,41222236.58,21080498,19089161,19233910
Public Safety Canada,Emergency Preparedness,0,12013962.49,15673997.14,15860330.07,16098591.05,30536626,10335241,10272963
Public Safety Canada,Emergency Response/Recovery,0,275663266.13,436039023.55,320940062.79,549647052.27,1764699413,587325523,122807365
Public Safety Canada,Internal Services,57735830.84,0,0,0,0,0,0,0
Public Safety Canada,Management and Oversight Services,0,19599920.39,21459702.54,23365816.75,18000613.01,25110695,23500721,22812911
Public Safety Canada,Communications Services,0,6360593.52,8359656.05,8766028.18,8083253.66,8008807,8007574,8055005
Public Safety Canada,Legal Services,0,3640539.55,3981308.69,4826634.39,1540371.22,3866367,3645483,3666896
Public Safety Canada,Human Resources Management Services,0,5547694.13,7171677.87,8000278.12,8735750.26,6598175,6606879,6608835
Public Safety Canada,Financial Management Services,0,8739514.35,5338933.47,5291893.65,5589254.68,5040288,5057593,5057942
Public Safety Canada,Information Management Services,0,2720805.16,3026401.88,2998428.78,2840540.01,3079300,3078874,3081361
Public Safety Canada,Information Technology Services,0,9899334.45,11296443.09,11727393.32,14767273.84,9760374,9576418,9513872
Public Safety Canada,Real Property Management Services,0,9244382.02,7464942.23,5061719.89,5019550.58,6057481,5829040,5721724
Public Safety Canada,Materiel Management Services,0,0,0,0,0,0,0,0
Public Safety Canada,Acquisition Management Services,0,1526983.13,1783220.38,1959384.5,1322707.73,1247442,1136576,1136768
Public Safety Canada,Countering Crime,182951205.96,0,0,0,0,0,0,0
Royal Canadian Mounted Police,Police Operations,1891655870.34,2400537079.78,0,0,0,0,0,0
Royal Canadian Mounted Police,Canadian Law Enforcement Services,182370525.59,187465029.57,0,0,0,0,0,0
Royal Canadian Mounted Police,Federal Policing Investigations,0,0,567521206.03,457251647.6,621231521.03,675079601,675395115,676486151
Royal Canadian Mounted Police,Federal Policing Intelligence,0,0,95448804.94,79031952.97,95279443.76,83795412,84041524,83411513
Royal Canadian Mounted Police,Protective Operations,0,0,186285814.12,128633080.47,205912872.85,160825545,161251022,162109565
Royal Canadian Mounted Police,Federal Policing Prevention and Engagement,0,0,7919937.85,5695727.33,9122941.09,0,0,0
Royal Canadian Mounted Police,International Operations,0,0,51593055.93,40347168.26,54051046.75,49271566,49084607,49210783
Royal Canadian Mounted Police,Federal Operations Support,0,0,123971658.41,113126086.73,164772308.22,0,0,0
Royal Canadian Mounted Police,Federal Policing National Governance,0,0,60732287.06,66085422.63,81364659.12,60544598,57037007,56796851
Royal Canadian Mounted Police,Canadian Firearms Investigative and Enforcement Services,0,0,13570148.24,13045047.68,15518586.29,14011199,13915664,13787613
Royal Canadian Mounted Police,Criminal Intelligence Service Canada,0,0,7455029.01,7399400.31,6728890.04,7387922,7405190,6753531
Royal Canadian Mounted Police,Forensic Science and Identification Services,0,0,96619000.36,74175325.17,83675725.1,78530189,79118038,79122517
Royal Canadian Mounted Police,Canadian Police College,0,0,7327398.2,9155224.39,9701859.96,6579145,6582578,6617960
Royal Canadian Mounted Police,Sensitive and Specialized Investigative Services,0,0,13752452.24,12477284.31,19424041.45,17934973,17817595,17890525
Royal Canadian Mounted Police,Specialized Technical Investigative Services,0,0,268260851.15,237627324.92,296241050.22,233867144,243315379,241522068
Royal Canadian Mounted Police,Departmental Security,0,0,36557557.94,36779671.39,42476771.32,43252078,41757949,36903654
Royal Canadian Mounted Police,Operational IM/IT Services,0,0,137842238.65,122528667,118540982.6,133533350,125726742,110579622
Royal Canadian Mounted Police,Canadian Firearms Licensing and Registration,0,0,50914052.66,53430512.27,45424322.93,59677430,59416841,59467631
Royal Canadian Mounted Police,National Cybercrime Coordination Unit,0,0,0,0,0,15226777,15149694,15172469
Royal Canadian Mounted Police,Provincial/Territorial Policing,0,0,1353876961.65,1024295519.5,1653217632.23,1101759940,1102520105,1111361744
Royal Canadian Mounted Police,Municipal Policing,0,0,626943259.8,432047651.93,782207675.62,464475761,470185503,476909046
Royal Canadian Mounted Police,Indigenous Policing,0,0,82109111.18,64784031.82,90387732.9,17405797,17772723,18302131
Royal Canadian Mounted Police,Contract and Indigenous Policing Operations Support,0,0,61646053.27,36224519.93,48366020.89,81917107,81627829,79585599
Royal Canadian Mounted Police,Force Generation,0,0,199013932.74,135333478.02,170055312.64,173350522,173306350,174142908
Royal Canadian Mounted Police,International Policing Operations,43542013.21,38367034.97,0,0,0,0,0,0
Royal Canadian Mounted Police,Canadian Police Culture and Heritage,14147946.6,12996836.63,0,0,0,0,0,0
Royal Canadian Mounted Police,Transfer Payments,223026851.73,282279123.99,0,0,0,0,0,0
Royal Canadian Mounted Police,Internal Services,856240682.88,0,0,0,0,0,0,0
Royal Canadian Mounted Police,Management and Oversight Services,0,158035395.19,144939673.92,125864611.11,121656454.91,99008155,99537294,98455812
Royal Canadian Mounted Police,Communications Services,0,17536588.01,35961980.32,29664955.42,33317341.48,32475745,32414328,32536163
Royal Canadian Mounted Police,Legal Services,0,8032103.63,7954539.94,9623946.18,9653129.45,13010446,10406612,10408722
Royal Canadian Mounted Police,Human Resources Management Services,0,275161613.58,239560528.05,222608885.13,254989612.14,238075082,238111981,239739231
Royal Canadian Mounted Police,Financial Management Services,0,53864563.25,63220256.43,64506415.85,63196055.58,69346693,64089333,63931494
Royal Canadian Mounted Police,Information Management Services,0,24201903.54,9676622.59,12519729.48,20898887.35,15767233,14858815,13783388
Royal Canadian Mounted Police,Information Technology Services,0,151306633.27,48880225.07,57875149.22,68247402.41,84141323,84129712,84149209
Royal Canadian Mounted Police,Real Property Management Services,0,106604820.28,74575201.84,83853176.09,90456653.44,91361479,81756483,81832200
Royal Canadian Mounted Police,Materiel Management Services,0,64702774.86,49917720.91,62572200.93,39142237.14,29126873,19415479,19452857
Royal Canadian Mounted Police,Acquisition Management Services,0,8136927.83,8926362.87,8801889.33,11166495.02,15880476,15504633,15501376
Statistics Canada,Censuses,62199208.19,0,0,0,0,0,0,0
Statistics Canada,Economic and Environmental Statistics,138960828.19,0,0,0,0,0,0,0
Statistics Canada,Socio-Economic Statistics,101745963.83,0,0,0,0,0,0,0
Statistics Canada,Statistical Infrastructure,158009373.99,0,0,0,0,0,0,0
Statistics Canada,Cost-Recovered Statistical Services,12791144.38,0,0,0,0,0,0,0
Statistics Canada,Economic and Environmental Statistics,0,139486758.01,130752821.54,126630842.31,148723023.64,161140340,159705510,158069510
Statistics Canada,Socio-economic Statistics,0,97677933.05,94183795.08,90528364.54,116191123.08,136052214,133094329,129666259
Statistics Canada,Censuses,0,66023802.15,69558056.85,129679698.49,345577258.56,8468368,1222998,478650
Statistics Canada,Cost-Recovered Statistical Services,0,1845055.01,13946480.37,14714582.23,15289882.84,12906482,12950334,13680000
Statistics Canada,Centres of Expertise,0,130325077.11,156291245.72,180921232.1,167612462.83,140744067,145005264,149357067
Statistics Canada,Internal Services,72064635.86,0,0,0,0,0,0,0
Statistics Canada,Management and Oversight Services,0,6085660.35,6623641.98,7730880.34,11240324.36,10187458,9620693,8441299
Statistics Canada,Communications Services,0,1886193.55,1888107.67,1426241.87,3397928.18,3558414,3560560,3557269
Statistics Canada,Legal Services,0,382174.47,401582.44,256353.66,475513.99,475514,475514,475514
Statistics Canada,Human Resources Management Services,0,15865283.74,15892616.56,15909674.35,19858071.95,17236605,15801805,15042808
Statistics Canada,Financial Management Services,0,14885818.26,14690303.27,14769582.94,15763332.09,14935940,15000684,14974853
Statistics Canada,Information Management Services,0,3264962.6,3568931.95,2968039.06,4839921.37,4201400,4206226,4196592
Statistics Canada,Information Technology Services,0,22385174.21,30737752.35,28282005.24,27493028.09,14857290,14107218,13964102
Statistics Canada,Real Property Management Services,0,6372478.38,6900310.7,5931871.18,5335684.55,5475463,5666002,5473620
Statistics Canada,Materiel Management Services,0,657042.34,666069.19,889730.23,721695.84,945241,947083,943192
Statistics Canada,Acquisition Management Services,0,600676.97,847908.9,679769.25,863923.62,910463,910591,910794
Standards Council of Canada,Standards Council of Canada,13828495,0,0,0,0,0,0,0
Standards Council of Canada,Standards Council of Canada,0,17973672,18578854,18575862,19271621,17805586,17805586,17805586
Registrar of the Supreme Court of Canada,Court Operations,17453512.24,0,0,0,0,0,0,0
Registrar of the Supreme Court of Canada,Court administration,0,18285432.79,17992414.72,18164132.91,18436358.95,19353619,19856631,19945012
Registrar of the Supreme Court of Canada,Administration of the Judges Act for the Judges of the Supreme Court of Canada,0,8350383.11,8761741.94,8082235.9,8679233.61,9945548,10042453,10101168
Registrar of the Supreme Court of Canada,Payments to Judges of the Supreme Court of Canada Pursuant to the Judges Act,7990850.71,0,0,0,0,0,0,0
Registrar of the Supreme Court of Canada,Internal Services,11972805.43,0,0,0,0,0,0,0
Registrar of the Supreme Court of Canada,Internal Services,0,11112409.43,11027857.81,12985821.47,12278133.72,16335765,15895859,15966611
Senate,Senators and their Offices,62438416.21,0,0,0,0,0,0,0
Senate,"Chamber, Committees and Associations",16810277.02,0,0,0,0,0,0,0
Senate,Administrative Support,26706253.92,0,0,0,0,0,0,0
Senate,"Senators, House Officers, and their Offices",0,50274130.9,51450925.99,68440874.05,47745338.56,62197611,62197611,62197611
Senate,Administrative Support,0,28054236.16,28074630.83,31171436.51,30919523.99,39689769,39689769,39689769
Senate,"Chamber, Committees and Associations",0,17761763.63,18344313.81,17587193.39,17697431.25,24807006,24807006,24807006
Shared Services Canada,Email and Workplace Technology,112593738.01,0,0,0,0,0,0,0
Shared Services Canada,Data Centres,602241215.89,0,0,0,0,0,0,0
Shared Services Canada,Telecommunications,593531542.58,0,0,0,0,0,0,0
Shared Services Canada,Cyber and IT Security,141359359.59,0,0,0,0,0,0,0
Shared Services Canada,Program Management,168830597.48,0,0,0,0,0,0,0
Shared Services Canada,Brokered Public Cloud Services,1627615.27,0,0,0,0,0,0,0
Shared Services Canada,Email Services,0,42882336.55,39343126.53,0,0,0,0,0
Shared Services Canada,Hardware Provisioning,0,-17866530.98,-17743758.98,0,0,0,0,0
Shared Services Canada,Software Provisioning,0,78578573.59,113825251.46,0,0,0,0,0
Shared Services Canada,Workplace Technology Services,0,4905788.82,-717238.03,0,0,0,0,0
Shared Services Canada,Digital Communications,0,0,2626615.25,0,0,0,0,0
Shared Services Canada,Workplace Technologies,0,0,0,149739563.42,0,0,0,0
Shared Services Canada,Bulk Print,0,8834748.77,4458624.56,0,0,0,0,0
Shared Services Canada,File and Print,0,-672862.39,-586941,0,0,0,0,0
Shared Services Canada,Middleware & Database,0,34713166.1,22927494.58,0,0,0,0,0
Shared Services Canada,Data Centre Facility,0,63650669.58,60829730.89,0,0,0,0,0
Shared Services Canada,High Performance Computing Solution,0,61389049.69,87869324,0,0,0,0,0
Shared Services Canada,Mid-Range,0,165476962.01,166588207.17,0,0,0,0,0
Shared Services Canada,Mainframe,0,166503309.76,136855498.25,0,0,0,0,0
Shared Services Canada,Storage,0,64104976.07,97665248.96,0,0,0,0,0
Shared Services Canada,Cloud,0,6914442.45,12786305.52,17969410.39,0,0,0,0
Shared Services Canada,Data Centre Information Technology Operations,0,0,0,690695951.65,0,0,0,0
Shared Services Canada,Local Area Network,0,140986074.23,128673832.42,0,0,0,0,0
Shared Services Canada,Wide Area Network,0,201065326.08,224255033.66,0,0,0,0,0
Shared Services Canada,Internet,0,10277746.29,7589125.91,0,0,0,0,0
Shared Services Canada,Satellite,0,3648238.03,3091863.06,0,0,0,0,0
Shared Services Canada,Mobile Devices and Fixed-Line Phones,0,207587857.25,198667463.69,0,0,0,0,0
Shared Services Canada,Conferencing Services,0,24483307.9,26948907.18,0,0,0,0,0
Shared Services Canada,Contact Centre Infrastructure,0,26123890.56,28095509.33,0,0,0,0,0
Shared Services Canada,Toll-Free Voice,0,9020007.02,8176932.19,0,0,0,0,0
Shared Services Canada,Telecommunications,0,0,0,265914664,0,0,0,0
Shared Services Canada,Networks,0,0,0,341232246.41,0,0,0,0
Shared Services Canada,Secret Infrastructure,0,12568406.97,19035015.49,0,0,0,0,0
