VidID,User,Date,Comment
eIrMbAQSU34,Code with Preet,1 year ago,Awesome information Mosh. Thank you  
eIrMbAQSU34,semantixpt,7 months ago,"Hi, Mosh! First, thank you for all the time you invested in this. Second, everything is so different from 2019 to now, and also from Mac to Windows, that you may consider re-editing the video. I ve lost one hour just trying to get to ""So this is our first java app"" (or something like that), at 11:45, and I absolutely cannot get it, only a blank screen. So frustrating... Anyway, thanks!  "
eIrMbAQSU34,Simon Hlatshwayo,3 years ago,"I am a beginner, and what I have learned so far from Mosh, has maximized my enthusiasm to learn more and master the programming language.  "
eIrMbAQSU34,Divya H,1 year ago,I have bought your complete java course in your website code with mosh.Nothing is simpler than this course.It made my java learning super easy.I have not completed the course yet but I am compelled to write a review having the best course entitilement.... 
eIrMbAQSU34,The progamer playz,1 year ago,Thank you very much I finished the first tutorial and wrote it in my notebook and going to study it again to make sure i 100% understand. 
eIrMbAQSU34,achi2294,10 months ago,Very helpful for beginners. Explained in a very simple way. Thank you 
eIrMbAQSU34,Bill Rutherford,1 year ago,"This a great video! Really enjoying working through your examples. One minor correction I think on the mortgage maths: the monthly interest should be [yearly interest]^(1/12) as the interest is an exponential growth, not an arithmetic one. I think the formula for the monthly payments is then as follows:    "
eIrMbAQSU34,Jude Jeevan Mahendran,11 months ago,"Thanks a lot for your efforts on teaching us this brother, a great work actually!  one more thing about the pi thing you said on 1:02:41 ... don t worry about those stupid people who act like they haven t made a mistake in their lifetime.  keep smiling ; - ) "
eIrMbAQSU34,Sruthi,2 years ago,"Mosh you are awesome. I just completed this video right now and now I m sad because I m gonna miss this class and I don t have enough money to subscribe for the complete course... I was a complete zero in java. Now at least I know if I don t add a ""break;""  I m gonna end up in an infinite loop  "
eIrMbAQSU34,angel perez,1 year ago,What an excellent job! Thanks a lot sir. 
eIrMbAQSU34,Vineet Cesca,3 months ago (edited),"THANKS A LOT Mosh! These tutorials are pretty useful and very clear to understand the basics of Java.  I have a question about the final project, here s the solution I ve made:      "
eIrMbAQSU34,Citizen Alex,3 weeks ago,I have one word to describe this video tutorial... . . .    
eIrMbAQSU34,ntando maholtin,11 months ago,"Wish I could like this video a million times, super helpful . Thanks you "
eIrMbAQSU34,GI Edmond,4 weeks ago,"before this course , i was scared of java and didn t like it. but mosh made it easy to understand the basics, God bless your Mosh... "
eIrMbAQSU34,alfa jain,3 years ago,This made my learning so easy. Thank you so much Mosh!  
eIrMbAQSU34,david mangula,1 year ago,You guy makes Java look like a slice of cake. I can only say you are a champion in teaching this THING. 
eIrMbAQSU34,Rajat Jatana,11 months ago,The course is very well structured. Very simple explanations.! 
eIrMbAQSU34,Jean Lahdo,1 month ago,"Hello Mosh Im very interested in learning programming, but dont know anything about it. What is your advice for a totally new beginner? "
eIrMbAQSU34,NANI NANI,1 year ago,"Getting into coding right now and boy is it hard , Wish me luck guys and Goodluck to you as well  "
eIrMbAQSU34,Cameron Physique,11 months ago,"I really enjoy your style of teaching Mosh! You move through quickly which is how I learn. Very appreciative for your work sir, thank you. Please continue to provide value to those seeking it.  I m 3 days in. I have not and will not leave my laptop until I m comfortable with this.   "
eIrMbAQSU34,Aljon,2 years ago (edited),Waiting for second part of this or the full course rather... I m jobless at the moment and can t pay anything also you re the best person that teaches programming.  
eIrMbAQSU34,Stockies😉,1 year ago,Excellent way of explaining the content. Everyone must try once and Happy Coding.  
eIrMbAQSU34,A l p h a l y n x s,1 year ago,"This is really helping me gain some real knowledge,  thanks  just stuck on solving my mortgage calculator s logic a little .. it just doesn t want me to use a divide statement or does like it when I use your example statement "
eIrMbAQSU34,Grim Reapybones,5 months ago (edited),"one thing that always confuses me is how different, different IDE s can be, for example in high school I have IT as a subject and we learn java from text books we use the jGrasp IDE. When you open the IDE you just click on new file and then declare class names, then you can save the file in a folder.   "
eIrMbAQSU34,Only Mindvoice,7 months ago,Thank you so much Mosh! You made me a better developer through your excellent videos ! I will be happy if you give reply to me 
eIrMbAQSU34,Only Mindvoice,7 months ago,Thank you so much Mosh! You made me a better developer through your excellent videos ! I will be happy if you give reply to me 
eIrMbAQSU34,Doug M.,3 years ago,I m actually in a programming course in college Rn and you just helped and taught me way better than my teacher thank you Mosh !  
eIrMbAQSU34,Only Mindvoice,7 months ago,Thank you so much Mosh! You made me a better developer through your excellent videos ! I will be happy if you give reply to me 
eIrMbAQSU34,ADAM CHAPCHAP NG'UNI,6 months ago,"Hi. First, I love your courses. Quick question, with java why have you used SE edition instead of LTS "
eIrMbAQSU34,Bowl,4 months ago,Thank you for making this I really appreciate it 
eIrMbAQSU34,Duzie,1 year ago,"I kept on saying  wow . I learned a lot. Thank you. Now, I have even some things from here, which I could apply to my JavaScript codes, to make them look leaner. "
eIrMbAQSU34,Amaefule Mercy,9 months ago,Hello Thanks Mosh for this video it was really helpful... I want to continue learning java...how do I get access to your other videos down to ultimate...Thanks 
eIrMbAQSU34,Heroz Tech,1 year ago,Some few months ago I was at your channel learning python  And I have do numerous jobs with the knowledge you impacted me  Now am here learning Java. God bless you dad!  
eIrMbAQSU34,Internet Roamer,1 year ago (edited),"For those that get an error at 41:00 Do not write the point x and y by hand, those labels are not there in the actual code, it is only a sort of a suggestion from the programming environment. I got a bit confused because of that.  "
eIrMbAQSU34,finley gisele,1 month ago,It s my first time watching and my first time learning Java and I do enjoy your tutorials.thanks alot 
eIrMbAQSU34,Hussein El mawla,8 months ago,I have java exam after 5 days  It took 3 hours watching you to get all what i need!!ty 
eIrMbAQSU34,Anirudha Kamath,1 year ago,0:00:00 Introduction   0:01:46 Installing Java  0:03:59 Anatomy of a Java Program   0:08:41 Your First Java Program     
eIrMbAQSU34,IIISPQRIII,5 months ago,"If you re using a newer version of IDEA the UI has changed. Just pick ""New Project"" from the menu on the left, name your project, toggle ""Add sample code"" on, then hit the ""Create"" button. After your project is ready, just right click the ""src"" folder in the sidebar and select ""New"">""Package"". After that just drag and drop the Main.java file into that new package folder and IDEA will ask to refactor(just say yes or ok). After that your files should look and act like Mosh s.   "
eIrMbAQSU34,Chris Castillo,3 years ago,"It it both amazing and sad that I ve learned a million million times more about Java with Mosh than with my actual college professors whom I am PAYING to teach me. Keep up the great work, man!  "
eIrMbAQSU34,rere tera,1 year ago,struggling all day threw lectures of my proffesor came here this guy is awesome 
eIrMbAQSU34,Shane Pham,1 year ago,"Thank you! I m feel Java is much more difficulty than Python. T_T. Btw, your Python s course is the best. "
eIrMbAQSU34,Anthony Narine,11 months ago,this is a great tutorial it was a bit fast paced for me me definitely felt dumb since  it s a beginner course. 
eIrMbAQSU34,M0rph3us67,11 months ago,"Hi Mosh, great tutorial, it s really helped.  What theme do you use in intellij? "
eIrMbAQSU34,Dale Cheung,1 year ago,"really good for beginners, thanks a lot! "
eIrMbAQSU34,PlantMC,2 years ago,I really like how you have those breaks throughout this video. This is very creative!  
eIrMbAQSU34,NoName,1 year ago,"not the hero we deserve, but the hero we needed this has helped me so much in school that you dont even understand< "
eIrMbAQSU34,Alex Gassó,10 months ago,"It has been like finding the bible to learn Java, I ve understood almost everything without pausing the video. I ve been learning and using Python for a year and the basic concepts are settled for sure, but Java was like something too complicated compared with Python... now I know I ve been mistaken :P "
eIrMbAQSU34,Guilherme H. V. Santos,4 months ago,Very good tutorial!!! thanks for sharing such a good amount of information a lot of courses theyskip some of the fundamentals and I just dont get it. These people how makes fun of pronounciation probably dont speak another language! I had some similar experience. 
eIrMbAQSU34,Kaiju Tuna,1 year ago,When you go to a university and this get´s shared in the study group as a superior lecture to the one we get from our professor. 
eIrMbAQSU34,Alexander,1 year ago,This guy teaches any programming language. I am surprised with your enthusiasm to teach. 
eIrMbAQSU34,Guía Del Tarot,3 years ago,"Mosh, I just saw your intro and I have to be honest your level of energy makes me keep watching! thanks for taking the effort.  "
eIrMbAQSU34,Siaka Camara,1 year ago,this guy has saved so many lives than he could ever imagine 
eIrMbAQSU34,erol aksel,1 year ago,Thank you so much for sharing valued information  
eIrMbAQSU34,vignesh M,1 year ago,"From India, Really Appreciate Your Soul Which is Decided to Give This Courses for Free to Everyone  "
eIrMbAQSU34,Maksudun Nazat,1 year ago,One of the best teachers I have ever came across! 
eIrMbAQSU34,ALI SHIRAZI,1 month ago,Thanks so much man this really helped me master java great job and  keep up the great work 
eIrMbAQSU34,Mohammad Umair,2 years ago,Thank You so much. I am learning Java during quarantine. I even subbed. You explained me everything in an easy manner. Once again Thank You!  
eIrMbAQSU34,Chael Cruz,1 year ago,You’re a great teacher. I like the way you organize the lesson. Tha ks 
eIrMbAQSU34,Michael 1703,1 year ago,Thanks for this video! I am a freshman in Java and I am wondering if it is OK that I have installed Java on VS Code? Don t I miss any opportunities in Java? 
eIrMbAQSU34,Chamath 99,7 months ago,"Sir, could you plz upload the next part of the Java tutorial for beginners, dealing with abstract classes, programming paradigms and so on "
eIrMbAQSU34,Jake Reynolds,3 weeks ago,Fun exercise for people who are learning at the very start.  Introduce yourself and your age: Create the 4 variables written below.   
eIrMbAQSU34,micuba,4 months ago,"I am a beginner, starting from 0, jiijjijijij. I was reading a tutorial on a website and I was really confuse. I watched  your tutorial and you make it so interesting and easy to understand. I think that I have to watch it again in order to have a better and clean idea of the program. Thank you a lot. I really appreciate it!!!! "
eIrMbAQSU34,Steffany Roa,2 years ago,00:00 Introduction  0:01:46 Installing Java 0:03:59 Anatomy of a Java Program  0:08:41 Your First Java Program     
eIrMbAQSU34,Doug Patterson,1 month ago,"Around minute 41:  Point point1 = new Point(x:1, y:1);    "
eIrMbAQSU34,Mannan Handa,6 months ago,Great Tutorial!! Day s learning in minutes 
eIrMbAQSU34,Nhlanhla Nhlapo,10 months ago,Hi Mosh. I kindly request the source code for Project: Mortgage Calculator please. 
eIrMbAQSU34,C. Davis,1 year ago,"Little review of his full course: Great intro course. I bought the full course on his website. It s pretty good.  But I find that after the intro course, it gets really confusing because Mosh works backwards (to my brain). He writes code then changes it completely (refactors) and teaches how and why to change that code.    "
eIrMbAQSU34,Mels SF,1 year ago,"your intro makes me feel so warm and fuzzy inside and confident that I might actually get this, in an intro to programming course and I feel so behind everyone I do not understand mostly everything!! "
eIrMbAQSU34,Paradox Clan,2 years ago,"*10 to 15 mins for the Mortgage Calculator, took me just under an hour lol. Really easy to follow what you are doing for a noobie like myself, much appricated!!  "
eIrMbAQSU34,Natn8r,1 year ago,"If it s hard to understand, It really helps to take notes on it. "
eIrMbAQSU34,Tristan Möller,1 year ago,This was honestly so much fun! 
eIrMbAQSU34,Adilet Kurmangaliyev,1 month ago,"Hi Mosh, I have a question. How can I add this feature(shortcut) in my mac as in 38:41? I wrote sout but nothing shows up in my IJ, thank you in advance! "
eIrMbAQSU34,Lilly Bert,1 year ago,Literately you are saving my life. To say thank you will never be enough!!!  
eIrMbAQSU34,TECH SOFT,3 months ago,"Very useful java course and python as well, thanks mosh. "
eIrMbAQSU34,FerJitsu,3 years ago,"Just ""thank you"" isn t enough to express my feelings. You re 1st a great teacher and 2nd an unbelieveble human being. I ll support u ever and ever dude.  "
Hl-zzrqQoSE,energyman100,3 years ago,"I remember finding this tutorial back in like 2011 because I was a kid that wanted to make minecraft mods. And now I have a job as a junior software engineer. I don t think I would ve gotten into programming if it weren t for this and many other great tutorial series on this channel. Thanks, Bucky, I guess I owe you a drink :)  "
Hl-zzrqQoSE,CoderShare,3 years ago,"This is the video that really started off a decade long interest. I had been coding for the web for a year when I first watched this, but this was my first programming language. Since then I owe my career, education, and thousands of hours of interest to this video. Thank you Bucky for 10 great years invested in Computer Science.  "
Hl-zzrqQoSE,Josef Andersson,3 years ago,Thank you for getting me started with programming 9 years ago when I was 12. Discovering the world of programming was the best thing to happen to me and I would be miserable without it. This video is where my journey started. Thank you again.  
Hl-zzrqQoSE,U Bash,1 month ago,"I found this in my bookmarks bar recently. When I was 15 I started your series. Fast forward many years later I now have a degree in Computer Science and I got a job as a software engineer. Your series inspired me to follow this path. You have my eternal thanks, thank you! "
Hl-zzrqQoSE,Ing. Raymundo Gonzalez,2 years ago,"Almost 10 Years , and still the best Java Series I´ve watched. Udemy and all other tutorials are good, but Bucky really knew how to explain things, I hope someday he´ll come back :(  We miss you Bucky, I remember watching your tutorials since I was 12, now Im 22...  "
Hl-zzrqQoSE,Piyush Asutkar,4 months ago,I used this series in 2013 to learn Java and today I am employed at Google. Thanks Bucky :)  
Hl-zzrqQoSE,Peter Nguyen,8 years ago,"Wow, I remember watching this video when I was first learning to program. 4 years later, I m a software developer / indie game developer. Time flies.  "
Hl-zzrqQoSE,Sam hill,3 years ago,"Dude, I doubt you know how much you ve helped me throughout my years in computer science. I doubt i would have passed if it weren t for you. Now, approximately 5 years later, I have come back to view these tutorials again to jump-start my memory! Thank you so much for everything you have done and are still doing! We really appreciate it!  "
Hl-zzrqQoSE,Bryan Westerveld,7 years ago,"I finished these Java series last year, but I feel like a lot of essential things have been left out, especially now I am reading Head-First Java. If anyone is really interested in learning Java and making projects along the way I d recommend that book. You might even find an ebook version for free. "
Hl-zzrqQoSE,Ni Ler,5 years ago,I just started a online course from a university for java... I HATE IT! We need more like this. This Tuturial is amazing! 
Hl-zzrqQoSE,Hurr Durr,10 years ago,"I just wanted to say that -- THANK YOU! You are helping hundreds of thousand people - even me - to program like a badass.  Most important thing is, that you make tutorials exciting and very helpful, and actually, teach us something. Becouse of you, I can now start a project, which I will present to the teachers in my school. If I suceed with amazing them, I ll recommend them to you, and tell them, that you are the most best teacher in the world.  You re my hero.   "
Hl-zzrqQoSE,videovulcan,6 years ago,"For those that already have a path variable, you will notice that making a new one called path will overwrite the old one and thus break it. For me, I already had a python interpreter as path; so what you can do is edit the path data and insert a semicolon "";"" (being a list delimiter) directly have the the last path and it it will work.  "
Hl-zzrqQoSE,duck,2 months ago,"man, i found this series forever ago because i wanted to learn how to code as a kid. and like a lot of others here, i now have a career in software engineering. a lot of people owe this guy a drink   "
Hl-zzrqQoSE,David Cueto,7 years ago,"For those of you who already have the ""Path"" variable defined and don t know what to do, go ahead and edit it and at the very end add a "";"" (Without quotes) and paste the path after that. Hope this helps. "
Hl-zzrqQoSE,Alexander Wait,10 years ago,I was thinking of doing a Java tutorial a few years back and then I found this quality tutorial and I couldn t have done a better job. Good job Bucky :D 
Hl-zzrqQoSE,Justine Oruga,6 years ago,"Hi, i do love your videos! I understand java more, thank you so much. You don t know how grateful i am to learn about java programming. Keep making videos & helping others :) God bless you! So much love from the Philippines. "
Hl-zzrqQoSE,imajeff Smith,9 years ago,"To get the path of jdk, instead of Properties of a file inside bin it is easier to right-click on the location bar at top of browser window (where it says bin), and click ""Copy address as text"". Then it s ready to paste into the Path variable. "
Hl-zzrqQoSE,Harsh Patel,2 weeks ago,"I remember watching The New Boston everyday in highschool, I m a senior engineer now and this channel sparked my curiosity and made me interested in programming!! "
Hl-zzrqQoSE,eXpertise7,6 years ago,"I ve watched all your Java tutorials Bucky and it was a good experience,  I would recommend you to make a few new videos with Lambda expressions in Java 8  "
Hl-zzrqQoSE,bluestreak711,9 years ago,"I tried going through these tutorials a few years ago and I could not get very far though I was able to make a few cute command prop programs. Now I am taking DMA-050 and I am learning how to use the terms that I once could not understand and I cannot wait to try this again for two reasons: learn to program, and find a way to relate my math so I can reinforce and remember it. "
Hl-zzrqQoSE,k0lax,9 years ago,"Once again, since our CS department is incapable of teaching properly, here I am learning from another one of your tutorial. Thanks. These tutorials have been beyond helpful in the past and continue to do so. "
Hl-zzrqQoSE,Tristan Kluivert,2 months ago,"Hey bro, I just want to appreciate you for making this playlist, it was this playlist that made me understand java in 2017, without it, I wouldn t have been a native android developer, I really really appreciate and forever grateful  "
Hl-zzrqQoSE,Sean Gonzalez,8 years ago,I am becoming a minecraft developer and this is really going to help when i watch other tutorials! One of the people who is actually doing the tutorials sent me here saying that i should watch all of your videos! 
Hl-zzrqQoSE,Prestige_PvP,2 years ago,"Hey, you probably won t see this, but these are the exact videos I watched in 2013 to get started programming.  I now have been programming for 7 years, and have a job at a fortune 50 company. Thank you.  "
Hl-zzrqQoSE,Mohd Noor Shawal,2 years ago,"Thank you so much for all the tutorials u have upload in ur channel, it has helped me a lot especially in Java & Python during my degree   Am so grateful  Tq so much bro... Inspiring from u, I am currently making some tutorial in programming also in my channel but in my own language, Bahasa Malaysia 🇲🇾... Lots of love from Malaysia, tq so much again ️  "
Hl-zzrqQoSE,James Varner,7 years ago,"Bucky, are you planning on any tutorials on data structures and abstractions, i.e. linked lists, bags, and big O notation? "
Hl-zzrqQoSE,Cody Altena,8 years ago,These tutorials are awesome! They are many times better than any college class I have taken on code languages.  You the man Bucky! 
Hl-zzrqQoSE,TaterxxWardy,7 years ago,"BE CAREFUL!!!! If in the Environment Variables section, under the User specific variables, you see that there is already a variable named  Path  and under  Value  you see a directory path, then you will need to  Edit  this variable instead of creating a new one. When editing make sure you put a semicolon "" ; "" after the directory path that is already there, then add a space, now you are ready to add the directory path bucky wants us to do.     "
Hl-zzrqQoSE,MoreMusicXx,8 years ago,"Small note: if you are using windows 7, the text you copy into Path should be from the Program Files (x86) java file. If you use it from Program Files, it will not work when you test it in cmd. "
Hl-zzrqQoSE,DiggerTheDog,1 year ago,"Thanks for making these tutorials, Bucky. I remember I was like 12 watching through all of these and they really helped out a lot. Now I m at university studying computer science. So thank you for everything :-). "
Hl-zzrqQoSE,Kimberly Chin,7 years ago,Thank you for making these videos! This is great for computer science. Now I don t have to read from a book to learn.  
Hl-zzrqQoSE,DoubleDRAGON666,9 years ago,Just finished my 1st year at college and thought I d try and learn java before I go back. Thank you in advance for these tutorials. 
Hl-zzrqQoSE,wessltov,9 years ago,Why do you only have 438.797 subscribers? You`re teaching people how to code! You deserve much more! 
Hl-zzrqQoSE,Aldijana Zukic,6 years ago,"You are AWESOME ! I am a complete newbie to programming- I ve looked at several tutorials for Java and this is the first one I ve been able to get through without issues. THANK YOU for going over the steps so clearly,that even a total newbie can get it done!  much appreciated !!  "
Hl-zzrqQoSE,Barakk11,10 years ago,"You have to add the path to the folder containing the javac.exe file to your global path environment variable. Like ""C:\Program Files\Java\jdk1.7.0_13\bin"" "
Hl-zzrqQoSE,Theo Anderson,6 years ago,Awesome video Bucky. Brings back memories from the first time I started learning how to use Java. I m making coding videos now on my channel as well. Thanks for the motivation! Cheers. 
Hl-zzrqQoSE,Gbadamosi Idris,6 years ago,"After following the procedures in downloading and installing Java on the Computer system, i still was unable to get the response code from my cmd prompt but after reading through some people comment i got to find out that if i am running a windows 10 OS then i have to type javaC which means my C must come in Capital letter. Thanks everyone for dropping comment its very useful  "
Hl-zzrqQoSE,memoryman15,9 years ago,"I always find a video like this so much easier to follow than written instructions. So thanks man, really helpful! "
Hl-zzrqQoSE,Zyphent,10 years ago,"Tip for those starting out: I m pretty far into these (Done with core java and now I m moving onto the 200 video android app development and game development courses).  Stop every 5 or 10 videos, and make a program of your own design that utilizes what you just learned. Yep, give yourself homework. While it may feel like you re plowing through tutorials and learning a lot, you need to retain and know how to use the information.  Good luck!   "
Hl-zzrqQoSE,ShadyShkadov,4 years ago (edited),"This guy is my hero, he s always there for me through every problem I encounter, no matter what programming language. No other programming course I ve take online matches his. He is the OG. Also, 2018, 9 years ahead  "
Hl-zzrqQoSE,Noe Ontiveros,7 years ago,"I just want to say thank you to you, Bucky! I m a college student trying to major in Computer Science and currently we are learning Java. My professor isn t that good at explaining and I can honestly say that your videos are saving my life! You explain everything thoroughly and make sure to go through the code with the viewer at the end. Everyone learning Java should take a look at your videos! Thank you!! "
Hl-zzrqQoSE,squeaz1e clips,10 months ago,When I was in sixth grade I watched these videos to learn Java to make minecraft mods. Now I m a full time Site Reliability Engineer. Thank you Bucky - I never forgot you and your weird obsession with tuna and apples.  
Hl-zzrqQoSE,Cens Labs,3 years ago,I m writing this from my office where I work as a full time developer. This series kick-started my career and one of my biggest passions. Thanks Bucky!  
Hl-zzrqQoSE,MrTurfJakkals,10 years ago,This is exactly what I need! A tutorial so simple and easy even an amish could follow :D 
Hl-zzrqQoSE,Brian Marini,9 years ago,"Hey there folks, after finishing the beginning series that Mr. Roberts has so lovingly created for us, I decided to use that knowledge to go back and create a set of code designed to accompany any beginners java tutorial, such as this one.  It s publicly available on Git Hub, under Lamprophonia/tutorial.  If you aren t familiar with GitHub, then send me an email, and I ll email it to you.  It s constantly being updated, so be patient.  Keep up the good work, Bucky!   "
Hl-zzrqQoSE,Joseph Gabriella,7 years ago,"Your are awesome, Bucky. I have learned lots from various tutorials but yours are the best because your explanations are so clear. After watching this intro tutorial, I was finally able to understand why my java compiler was not working. More important, I was able to configure to work. Can not thank you enough. Am shocked that you provide this amazing training for free!    "
Hl-zzrqQoSE,Tech Fests,9 years ago,Love all your tutorials - keep up the good work. 
Hl-zzrqQoSE,BUFFDOENUT950,5 years ago,"for those who did not download the jdk properly because they chose a different directory- Simply go to your C: and search the JDK file name. give it time to find the file and once it has been found, then you can start from there. "
Hl-zzrqQoSE,CoderShare,3 years ago,This was the video that got me started on track nearly ten years ago to being the developer I am today.  
Hl-zzrqQoSE,jamieviva,9 years ago,Your videos are so helpful thank you so much for making them! 
Hl-zzrqQoSE,Nikhil Gupta,9 years ago,"Hey bucky..ur tutorials are just awseome.. Can you please explain topics: 1. Super, this, IIB, SIB block. 2. Interfaces 3. Wrapper classes, 4. Swing with JFC 5. Threading in detail. 6. Socket Programming 7. Servelets Basic  It will be very very helpful for completing the J2SE course.   "
Hl-zzrqQoSE,TheGeeklyPursuit,5 years ago,Hello Bucky I just wanted to thank you for your tutorials that helped me get into programming! If any one is interested I am now doing my own java tutorials on my channel! Once again thank you so much Bucky I couldn t have done it without you!  
Hl-zzrqQoSE,FanasNize,10 years ago,You explain perfectly!  Can t wait to follow this tutorial. 
Hl-zzrqQoSE,Niki Gavrilov,1 year ago,"Just want to say i learned programing from this tutorials. I watched all of your videos back in the days, now I m developer with 9 years exp. Thank you a lot for this tutorials!  "
Hl-zzrqQoSE,ilovemyprs,4 years ago,"PLEASE READ BEFORE YOU WATCH THE ENTIRE SERIES!  I did NOT watch all of his tutorials and I am still a java beginner as I started learning just a few months ago.  However, let me tell you this; if you re really serious about learning java properly, you should do three things:    "
Hl-zzrqQoSE,TheTnFBlackice,10 years ago,"This is for everyone doing this as of 7-13-12: Type in the site like he said, and let it redirect you. On the right you ll see a section that says ""Software Downloads"" and under it, ""Top Downloads"". Click Java SE. Look for Java SE 7u5. On the right there are two download links. Click the JDK one (left). Click the ""Accept"" bubble, then find the version you need. Hopefully you know what OS you re running. For me, I used the bottom one because I have Windows 64-bit.   "
Hl-zzrqQoSE,Johnny Redcorn,9 years ago,Very awesome.  Let the coding begin.  Thank you TheNewBoston. 
Hl-zzrqQoSE,phyzix,4 weeks ago,Almost 14 years ago this was the series that started my career. Thank you Bucky! 
Hl-zzrqQoSE,chav yah,9 years ago,"x32 Windows must download the x86. You can pick whichever version of Java you need. The newest one is Java 7, but keep in mind that a lot of people are still using Java 6. "
Hl-zzrqQoSE,Uduak Akpan,7 years ago,These tutorials have been very helpful. A million thanks 
Hl-zzrqQoSE,"DADWEYNAHA ,",4 years ago (edited),"today i m starting Java programing .  today i m 0 with java, i hope one day i ll become an app developer, bucky i love all of your tutorials  "
Hl-zzrqQoSE,PhoenixRising056,9 years ago,"clean, straightforward tutorial!, easy to follow. thank you very much "
Hl-zzrqQoSE,No Name,8 years ago,your tutorials have helped me so much! i had been looking for this kind of thing exactly! and now i can learn thank you so much! just finished ep. 4 goin on # 
Hl-zzrqQoSE,Tray Keller,5 years ago,Thank you for everything. I have been watching your videos for a long time. When i was younger i used to watch them when i had computer troubles. Now i m using your videos as a guide to help me learn programming.  Keep up the good work. 
Hl-zzrqQoSE,daredevilpwn,10 years ago,agreed. My time is running low unfortunately and I will be 18 in 10 days. My java teacher imo is too fast for me. I think its better to go at my own pace. These tuts will help me with that class and in the future. I am also learning html to make websites. Good luck man and everyone else! 
Hl-zzrqQoSE,Vsvm 876,3 years ago,Your tutorial is extremely helpful and well-organized. Thx for sharing. 
Hl-zzrqQoSE,Wisdom Maliki,3 years ago,Bukky/Greg is the man... I missed him a lot... His videos got me inspired to start producing Java tutorials for beginners 2019  using Intellij Idea on my channel.. miss you man the tuna class  
Hl-zzrqQoSE,Marleen Loohuis,4 years ago,Thanks for this nice serie of tutorials. Very well explained. Still valueable in 2018. Greeting from The Netherlands. 
Hl-zzrqQoSE,Lelouch Britannia,9 years ago,"Thanks man. It s really helpful!!!! Better than the book I bought online, don t even tell me how to change the environment and excepted all the readers to learn it on their own. "
Hl-zzrqQoSE,FireBirb,7 years ago,you are awesome man!! you have the best simple tutorials that paves my way towards coding :D Thank you! 
Hl-zzrqQoSE,William Rutkowski,8 years ago,"Hey All if you want to avoid some F`words when you go to get the ""Path"" to copy and paste. There will be two program files // Programs and Programs (86). If you are using 64-bit O/S`s, go with Programs Folder other wise the Programs (86) folder is for 32-bit O/S`s. If your excited to get going like me you may over look and not get correct install, or feel like flipping a coin to decide which one works. Good luck and I am confused but not scared.... so stay with it!!!! If it don t kill you, you can only grow with it!!...Peace.....    "
Hl-zzrqQoSE,Flow,6 years ago,"To anyone who is having problems getting a cmd response when typing javac:  - On Windows 10, typing either java or javaC with capital C might work. If it doesn t, switch from using normal cmd to cmd (admin), which can be found by right clicking your start menu icon. "
Hl-zzrqQoSE,Dust,8 years ago,I did exactly as he said but my cmd says  javac  is not recognized as an internal or external command.   http://www.oracle.com/technetwork/java/javase/downloads/jdk8-downloads-2133151.html this is where I got the download from. I don t think it would matter by getting the latest version of JDK right?    
Hl-zzrqQoSE,Sleepington,8 years ago,"If you are having an issue after you made Path trying to get javac to work, be sure to run command prompt as an Admin (this is very easy to do on Win.8) :) "
Hl-zzrqQoSE,Quyền Đỗ,8 years ago,Thank you for making such a terrific online course! 
Hl-zzrqQoSE,Paul,7 years ago,IMPORTANT NOTE When setting up environment variables in Windows 10 you need to restart your PC for the CMD prompt to be able to run javac command.  
Hl-zzrqQoSE,Droid Zone,9 years ago,I started your android tutorial. But it seems like I should do the basics of JAVA first. So I m gonna do this for now. And it seems like a good beginning. Thanks for the effort.  
Hl-zzrqQoSE,Muhammad Zaryab Siddique Khan,4 years ago,it s 2018 and still one of the best tutorials :) 
Hl-zzrqQoSE,Freddie Kehoe,7 years ago,"I love how this vid has 3,800k, and the next one has nearly half as much... It s like people were all motivated to go learn java then were like ""ah fuck I m gonna go play video games""  "
Hl-zzrqQoSE,george koutsou,10 years ago,"dude, u helped me so mutch, i could pay you for that, but u are really a good person, helping the others just for fun, and without waiting for a payment... keep up the great work!! "
Hl-zzrqQoSE,Blaperile,9 years ago,"This is an awesome series of tutorials. I had been interested in Java for quite a while, when my ICT teacher suddenly offered me the chance to spend all the Friday afternoons of the whole year, watching these 87 videos, programming them myself in Eclipse at the same time, and also to make a paper about it. This has sparked my interest in ICT more than ever before. Thank you, Bucky.  "
Hl-zzrqQoSE,PIYUSH BHATIA,4 years ago,The tutorial is nice and get us much information by explaining the types of shortcuts 
Hl-zzrqQoSE,Leonardo S.E.P,10 years ago,"Muito bom, obrigado =) "
Hl-zzrqQoSE,Mantu Ciprian,5 years ago,"This seems to be a very useful tutorial, the way that  beky  is teaching you is very nice and easy to understand, I have been studying JavaScript (not Java !) for 1 year ,I am able to create small-medium single web apps with Angular.js , but, I was curious how Java works because I have seen a lot of jobs available that uses this programming language so I took a quick look and I can say that it looks like JavaScript(es6) and TypeScript . If I decide to learn Java soon, I think that this tutorial would be my first one . Thank you for making  such a good tutorial  that helps a lot of peoples.   "
Hl-zzrqQoSE,TheDerpyWhale,1 year ago,"Watched these videos a few years back with 0 programming knowledge, because of this tutorial I was able to gain a interest in coding..  4 years later I m now a full stack web developer at a company I love.    "
Hl-zzrqQoSE,Grishon,1 year ago,The NOSTALGIA I have from finding this video. Damn. It s been 11 years since  watched these Java Tutorials by Bucky. 
